EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
21.121,26.711,27.809,24.907,20.166,34.540,5.444,19.746,-0.021,0.969,-0.294,0.122,-0.793,-0.793,86.667,103069.000,1.000
15.553,16.909,17.384,12.788,8.047,22.838,-5.903,8.175,-0.018,0.970,-0.296,0.153,-0.793,-0.854,86.667,103070.000,1.000
10.851,7.772,7.359,0.231,-3.628,13.488,-17.644,-4.013,-0.020,0.968,-0.297,0.214,-0.732,-0.885,86.667,103071.000,1.000
14.587,8.542,6.761,-3.478,-5.381,15.259,-20.034,-7.496,-0.021,0.969,-0.298,0.244,-0.732,-0.946,86.667,103072.000,1.000
17.247,11.234,7.411,-5.185,-4.618,19.324,-19.918,-8.612,-0.022,0.970,-0.296,0.214,-0.732,-1.038,86.667,103073.000,1.000
11.599,9.300,2.886,-9.434,-7.372,18.612,-23.045,-12.329,-0.022,0.972,-0.295,0.366,-0.763,-1.099,86.667,103074.000,1.000
3.891,8.367,-0.716,-9.478,-7.586,18.643,-23.328,-12.254,-0.023,0.971,-0.293,0.275,-0.854,-1.282,86.667,103075.000,1.000
-0.937,10.856,-0.076,-3.519,-2.720,21.827,-18.482,-6.032,-0.025,0.971,-0.292,0.275,-0.916,-1.343,86.667,103076.000,1.000
-3.429,14.060,3.058,4.468,3.780,25.432,-12.108,2.636,-0.023,0.972,-0.294,0.183,-0.977,-1.434,86.667,103077.000,1.000
-2.163,18.419,9.221,14.008,11.130,29.913,-5.057,12.812,-0.023,0.972,-0.296,0.366,-1.038,-1.495,86.667,103078.000,1.000
0.822,21.706,15.314,21.996,16.257,32.786,-0.486,21.042,-0.021,0.973,-0.294,0.275,-1.068,-1.434,86.667,103079.000,1.000
1.210,20.392,16.517,24.094,15.403,29.995,-1.821,23.024,-0.022,0.974,-0.294,0.366,-0.946,-1.434,86.667,103080.000,1.000
2.545,19.331,17.016,25.282,13.934,26.751,-3.348,23.778,-0.020,0.977,-0.297,0.214,-0.946,-1.465,86.667,103081.000,1.000
8.357,23.503,22.206,31.212,17.721,29.550,0.461,28.788,-0.021,0.978,-0.295,0.153,-0.946,-1.587,86.667,103082.000,1.000
