EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-3.224,2.300,-5.659,-4.003,-11.026,-1.907,-19.212,-8.769,-0.032,0.963,-0.334,-0.732,0.275,-0.183,86.667,92485.000,1.000
1.012,4.295,-2.533,1.838,-6.138,1.770,-14.607,-2.759,-0.036,0.963,-0.334,-0.671,0.214,-0.305,86.667,92486.000,1.000
4.203,4.180,-0.397,4.883,-4.250,2.083,-14.072,0.116,-0.042,0.961,-0.333,-0.580,0.031,-0.580,86.667,92487.000,1.000
5.201,3.266,0.293,4.442,-5.471,-0.032,-16.750,-1.040,-0.044,0.961,-0.335,-0.549,-0.122,-0.854,86.667,92488.000,1.000
4.953,3.507,0.430,3.224,-7.201,-1.350,-18.828,-3.091,-0.043,0.963,-0.335,-0.549,-0.366,-1.221,86.667,92489.000,1.000
4.960,5.315,0.544,2.638,-8.231,-1.049,-19.009,-4.227,-0.041,0.968,-0.333,-0.458,-0.580,-1.526,86.667,92490.000,1.000
6.137,9.268,1.656,3.024,-7.725,0.860,-17.240,-3.861,-0.039,0.971,-0.334,-0.641,-0.793,-1.770,86.667,92491.000,1.000
6.219,14.005,3.204,4.007,-6.180,3.387,-14.621,-2.896,-0.035,0.970,-0.337,-0.854,-0.946,-1.892,86.667,92492.000,1.000
2.763,16.069,2.799,4.359,-6.131,3.963,-13.686,-3.209,-0.033,0.969,-0.338,-1.099,-1.160,-1.892,86.667,92493.000,1.000
0.317,16.959,2.618,5.411,-6.277,3.758,-13.066,-2.833,-0.031,0.966,-0.333,-1.343,-1.221,-1.953,86.667,92494.000,1.000
4.508,20.660,6.031,8.623,-3.763,5.753,-10.252,0.337,-0.028,0.966,-0.337,-1.282,-1.190,-1.953,86.667,92495.000,1.000
9.272,23.330,8.226,9.405,-2.761,6.727,-9.397,1.419,-0.028,0.966,-0.336,-1.404,-1.099,-1.801,86.667,92496.000,1.000
6.652,19.638,4.260,4.679,-7.295,3.144,-13.703,-2.590,-0.028,0.964,-0.335,-1.282,-1.038,-1.678,86.667,92497.000,1.000
1.733,13.784,-0.420,0.632,-11.931,-0.689,-17.483,-5.146,-0.030,0.960,-0.334,-1.160,-0.946,-1.526,86.667,92498.000,1.000
1.025,11.159,-0.204,1.834,-11.703,-0.715,-16.519,-2.256,-0.031,0.959,-0.332,-1.160,-0.946,-1.434,86.667,92499.000,1.000
0.954,9.729,1.255,3.720,-10.336,0.262,-14.857,0.563,-0.033,0.958,-0.337,-1.190,-0.824,-1.251,86.667,92500.000,1.000
-1.485,7.759,0.427,2.543,-11.067,-0.173,-15.312,-0.313,-0.035,0.956,-0.335,-1.099,-0.885,-1.221,86.667,92501.000,1.000
