yes,3.0,5.0,15.0,06-Oct-2019.23h42m58s398023,nan
no,3.0,5.0,15.0,06-Oct-2019.23h43m25s580823,2.496
yes,3.0,5.0,15.0,06-Oct-2019.23h43m59s940356,nan
no,3.0,5.0,15.0,06-Oct-2019.23h44m29s925405,1.799
