0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.975905000000000000e+05,6.836982500000000000e+05,4.765960000000000000e+05,3.002937187500000000e+05,1.720170625000000000e+05,1.707806562500000000e+05,2.019129687500000000e+05,1.678778750000000000e+05,-5.932617187500000000e-02,9.902343750000000000e-01,-2.038574218750000000e-01,-3.967284858226776123e-01,0.000000000000000000e+00,-1.556396365165710449e+00,6.666667175292968750e+01,3.376900000000000000e+04,1.000000000000000000e+00
1.983441093750000000e+05,6.840290625000000000e+05,4.770966562500000000e+05,3.006191875000000000e+05,1.726245937500000000e+05,1.710896406250000000e+05,2.021205781250000000e+05,1.679747968750000000e+05,-5.908203125000000000e-02,9.919433593750000000e-01,-2.011718750000000000e-01,-3.662109076976776123e-01,-3.051757626235485077e-02,-1.464843630790710449e+00,6.666667175292968750e+01,3.377000000000000000e+04,1.000000000000000000e+00
1.990457812500000000e+05,6.841892500000000000e+05,4.775958125000000000e+05,3.008409062500000000e+05,1.732453437500000000e+05,1.713440156250000000e+05,2.022563906250000000e+05,1.680033125000000000e+05,-6.152343750000000000e-02,9.914550781250000000e-01,-2.023925781250000000e-01,-3.662109076976776123e-01,-3.051757626235485077e-02,-1.373290896415710449e+00,6.666667175292968750e+01,3.377100000000000000e+04,1.000000000000000000e+00
1.989037968750000000e+05,6.841749375000000000e+05,4.774987187500000000e+05,3.007096562500000000e+05,1.731271406250000000e+05,1.712511093750000000e+05,2.021549062500000000e+05,1.679379687500000000e+05,-6.005859375000000000e-02,9.924316406250000000e-01,-1.982421875000000000e-01,-3.967284858226776123e-01,0.000000000000000000e+00,-1.373290896415710449e+00,6.666667175292968750e+01,3.377200000000000000e+04,1.000000000000000000e+00
1.980519375000000000e+05,6.839295000000000000e+05,4.769153437500000000e+05,3.003781250000000000e+05,1.724131406250000000e+05,1.709097656250000000e+05,2.019381875000000000e+05,1.678572343750000000e+05,-5.786132812500000000e-02,9.919433593750000000e-01,-2.009277343750000000e-01,-3.967284858226776123e-01,-3.051757626235485077e-02,-1.312255740165710449e+00,6.666667175292968750e+01,3.377300000000000000e+04,1.000000000000000000e+00
1.975689531250000000e+05,6.836690625000000000e+05,4.765677500000000000e+05,3.002703125000000000e+05,1.719911406250000000e+05,1.707555312500000000e+05,2.018875000000000000e+05,1.678746562500000000e+05,-5.639648437500000000e-02,9.934082031250000000e-01,-1.987304687500000000e-01,-4.882812201976776123e-01,6.103515252470970154e-02,-1.129150271415710449e+00,6.666667175292968750e+01,3.377400000000000000e+04,1.000000000000000000e+00
1.983497500000000000e+05,6.840396875000000000e+05,4.770876250000000000e+05,3.006145312500000000e+05,1.726169843750000000e+05,1.710858906250000000e+05,2.021144062500000000e+05,1.679903593750000000e+05,-5.834960937500000000e-02,9.929199218750000000e-01,-1.982421875000000000e-01,-5.187987685203552246e-01,3.051757626235485077e-02,-1.068115115165710449e+00,6.666667175292968750e+01,3.377500000000000000e+04,1.000000000000000000e+00
1.990622343750000000e+05,6.842118125000000000e+05,4.776065625000000000e+05,3.008520937500000000e+05,1.732537500000000000e+05,1.713576875000000000e+05,2.022723906250000000e+05,1.680338125000000000e+05,-5.932617187500000000e-02,9.919433593750000000e-01,-1.997070312500000000e-01,-6.103515028953552246e-01,-6.103515252470970154e-02,-1.007079958915710449e+00,6.666667175292968750e+01,3.377600000000000000e+04,1.000000000000000000e+00
1.989102343750000000e+05,6.841865625000000000e+05,4.775145625000000000e+05,3.007211875000000000e+05,1.731334062500000000e+05,1.712621093750000000e+05,2.021747500000000000e+05,1.679662968750000000e+05,-5.810546875000000000e-02,9.936523437500000000e-01,-1.992187500000000000e-01,-6.713866591453552246e-01,-9.155272692441940308e-02,-9.155272841453552246e-01,6.666667175292968750e+01,3.377700000000000000e+04,1.000000000000000000e+00
1.980626562500000000e+05,6.839485000000000000e+05,4.769383125000000000e+05,3.003928750000000000e+05,1.724211875000000000e+05,1.709228125000000000e+05,2.019617031250000000e+05,1.678810937500000000e+05,-5.688476562500000000e-02,9.941406250000000000e-01,-1.982421875000000000e-01,-5.798339247703552246e-01,-1.525878757238388062e-01,-8.239745497703552246e-01,6.666667175292968750e+01,3.377800000000000000e+04,1.000000000000000000e+00
1.975839687500000000e+05,6.836918750000000000e+05,4.765992187500000000e+05,3.002912187500000000e+05,1.720084843750000000e+05,1.707752968750000000e+05,2.019139531250000000e+05,1.678904843750000000e+05,-5.761718750000000000e-02,9.921875000000000000e-01,-2.006835937500000000e-01,-6.408690810203552246e-01,-9.155272692441940308e-02,-8.239745497703552246e-01,6.666667175292968750e+01,3.377900000000000000e+04,1.000000000000000000e+00
1.983557343750000000e+05,6.840289375000000000e+05,4.771106250000000000e+05,3.006259687500000000e+05,1.726308437500000000e+05,1.711016250000000000e+05,2.021285312500000000e+05,1.679877656250000000e+05,-5.908203125000000000e-02,9.912109375000000000e-01,-2.021484375000000000e-01,-6.103515028953552246e-01,-6.103515252470970154e-02,-7.019042372703552246e-01,6.666667175292968750e+01,3.378000000000000000e+04,1.000000000000000000e+00
1.990582031250000000e+05,6.841977500000000000e+05,4.776191562500000000e+05,3.008523437500000000e+05,1.732508906250000000e+05,1.713633281250000000e+05,2.022715781250000000e+05,1.680162812500000000e+05,-5.810546875000000000e-02,9.909667968750000000e-01,-2.004394531250000000e-01,-6.713866591453552246e-01,6.103515252470970154e-02,-7.324218153953552246e-01,6.666667175292968750e+01,3.378100000000000000e+04,1.000000000000000000e+00
1.989004062500000000e+05,6.841773750000000000e+05,4.775250312500000000e+05,3.007182500000000000e+05,1.731195468750000000e+05,1.712647968750000000e+05,2.021723437500000000e+05,1.679458281250000000e+05,-5.908203125000000000e-02,9.916992187500000000e-01,-2.006835937500000000e-01,-6.408690810203552246e-01,3.051757626235485077e-02,-6.103515028953552246e-01,6.666667175292968750e+01,3.378200000000000000e+04,1.000000000000000000e+00
1.980488906250000000e+05,6.839378125000000000e+05,4.769460937500000000e+05,3.003887812500000000e+05,1.723998125000000000e+05,1.709260312500000000e+05,2.019617968750000000e+05,1.678628593750000000e+05,-5.883789062500000000e-02,9.897460937500000000e-01,-2.019042968750000000e-01,-6.408690810203552246e-01,9.155272692441940308e-02,-4.577636420726776123e-01,6.666667175292968750e+01,3.378300000000000000e+04,1.000000000000000000e+00
1.975787968750000000e+05,6.836877500000000000e+05,4.766176250000000000e+05,3.002962500000000000e+05,1.719965937500000000e+05,1.707876250000000000e+05,2.019245937500000000e+05,1.678835156250000000e+05,-5.541992187500000000e-02,9.877929687500000000e-01,-2.014160156250000000e-01,-6.408690810203552246e-01,1.220703050494194031e-01,-4.577636420726776123e-01,6.666667175292968750e+01,3.378400000000000000e+04,1.000000000000000000e+00
1.983626250000000000e+05,6.840416250000000000e+05,4.771412812500000000e+05,3.006372500000000000e+05,1.726227968750000000e+05,1.711172812500000000e+05,2.021471250000000000e+05,1.679882968750000000e+05,-5.615234375000000000e-02,9.887695312500000000e-01,-2.023925781250000000e-01,-6.713866591453552246e-01,0.000000000000000000e+00,-3.662109076976776123e-01,6.666667175292968750e+01,3.378500000000000000e+04,1.000000000000000000e+00
