0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.968437812500000000e+05,6.841962500000000000e+05,4.697135312500000000e+05,2.946966875000000000e+05,1.715031562500000000e+05,1.697886875000000000e+05,2.000496406250000000e+05,1.667298125000000000e+05,-3.588867187500000000e-02,9.887695312500000000e-01,-1.999511718750000000e-01,-1.434326052665710449e+00,-1.220703050494194031e-01,-1.159667849540710449e+00,6.666667175292968750e+01,4.145500000000000000e+04,1.000000000000000000e+00
1.961791250000000000e+05,6.840648125000000000e+05,4.692672187500000000e+05,2.944478437500000000e+05,1.709473125000000000e+05,1.695188593750000000e+05,1.998811093750000000e+05,1.666706250000000000e+05,-3.735351562500000000e-02,9.877929687500000000e-01,-2.055664062500000000e-01,-1.342773318290710449e+00,-9.155272692441940308e-02,-1.220703005790710449e+00,6.666667175292968750e+01,4.145600000000000000e+04,1.000000000000000000e+00
1.957297656250000000e+05,6.838598125000000000e+05,4.690076562500000000e+05,2.943864375000000000e+05,1.706236562500000000e+05,1.693996718750000000e+05,1.998919218750000000e+05,1.667138906250000000e+05,-3.613281250000000000e-02,9.882812500000000000e-01,-2.055664062500000000e-01,-1.220703005790710449e+00,0.000000000000000000e+00,-1.281738162040710449e+00,6.666667175292968750e+01,4.145700000000000000e+04,1.000000000000000000e+00
1.962907031250000000e+05,6.841126250000000000e+05,4.693751250000000000e+05,2.946279375000000000e+05,1.710788281250000000e+05,1.696389375000000000e+05,2.000692187500000000e+05,1.667941718750000000e+05,-3.833007812500000000e-02,9.858398437500000000e-01,-2.070312500000000000e-01,-1.098632693290710449e+00,0.000000000000000000e+00,-1.373290896415710449e+00,6.666667175292968750e+01,4.145800000000000000e+04,1.000000000000000000e+00
1.969142343750000000e+05,6.841845000000000000e+05,4.697764687500000000e+05,2.947875937500000000e+05,1.715855000000000000e+05,1.698535000000000000e+05,2.001577343750000000e+05,1.667964062500000000e+05,-3.857421875000000000e-02,9.853515625000000000e-01,-2.033691406250000000e-01,-9.460448622703552246e-01,-3.051757626235485077e-02,-1.434326052665710449e+00,6.666667175292968750e+01,4.145900000000000000e+04,1.000000000000000000e+00
1.968372500000000000e+05,6.841860625000000000e+05,4.697020000000000000e+05,2.946728125000000000e+05,1.714943906250000000e+05,1.697835000000000000e+05,2.000488437500000000e+05,1.667282812500000000e+05,-3.979492187500000000e-02,9.873046875000000000e-01,-2.048339843750000000e-01,-8.239745497703552246e-01,3.051757626235485077e-02,-1.495361208915710449e+00,6.666667175292968750e+01,4.146000000000000000e+04,1.000000000000000000e+00
1.961698281250000000e+05,6.840580000000000000e+05,4.692580000000000000e+05,2.944277500000000000e+05,1.709405156250000000e+05,1.695192968750000000e+05,1.998803906250000000e+05,1.666729375000000000e+05,-3.881835937500000000e-02,9.858398437500000000e-01,-2.028808593750000000e-01,-8.239745497703552246e-01,0.000000000000000000e+00,-1.586913943290710449e+00,6.666667175292968750e+01,4.146100000000000000e+04,1.000000000000000000e+00
1.957297656250000000e+05,6.838648750000000000e+05,4.690008750000000000e+05,2.943718750000000000e+05,1.706197187500000000e+05,1.694032500000000000e+05,1.998888906250000000e+05,1.667229218750000000e+05,-3.808593750000000000e-02,9.870605468750000000e-01,-2.006835937500000000e-01,-8.544921278953552246e-01,3.051757626235485077e-02,-1.495361208915710449e+00,6.666667175292968750e+01,4.146200000000000000e+04,1.000000000000000000e+00
1.962783593750000000e+05,6.841196875000000000e+05,4.693637812500000000e+05,2.946119062500000000e+05,1.710681875000000000e+05,1.696368750000000000e+05,2.000592968750000000e+05,1.668038281250000000e+05,-3.930664062500000000e-02,9.858398437500000000e-01,-2.060546875000000000e-01,-8.239745497703552246e-01,3.051757626235485077e-02,-1.495361208915710449e+00,6.666667175292968750e+01,4.146300000000000000e+04,1.000000000000000000e+00
